,Seed,Linkage Method,Color Distribution
126,31,average,"{'green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red, red, red': {1: 3, 2: 0}, 'red': {1: 3, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 8}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 1, 2: 0}, 'red, red, red, red, red': {1: 4, 2: 0}, 'red, red, red, red, red, red': {1: 3, 2: 0}}"
127,31,ward,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, red, red, red, red, red, red': {1: 0, 2: 3}, 'red': {1: 0, 2: 3}, 'red, green, green, green, green': {1: 8, 2: 0}, 'red, red': {1: 0, 2: 1}, 'red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red': {1: 0, 2: 4}, 'red, red, red, red, red, red': {1: 0, 2: 3}}"
128,32,single,"{'green': {1: 3, 2: 0}, 'green, green': {1: 1, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green': {1: 2, 2: 0}, 'green, red, red, red, red, red': {1: 0, 2: 8}, 'red': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 6, 2: 0}, 'red, red, red, red': {1: 0, 2: 2}, 'red, red, red, red, red': {1: 0, 2: 1}}"
129,32,complete,"{'green': {1: 3}, 'green, green': {1: 1}, 'green, green, green': {1: 2}, 'green, green, green, green': {1: 1}, 'green, green, green, green, green': {1: 2}, 'green, red, red, red, red, red': {1: 8}, 'red': {1: 1}, 'red, green, green, green, green, green': {1: 6}, 'red, red, red, red': {1: 2}, 'red, red, red, red, red': {1: 1}}"
130,32,average,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red, red': {1: 8, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 6}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
131,32,ward,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red, red': {1: 8, 2: 0}, 'red': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 0, 2: 6}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
132,33,single,"{'green': {1: 1}, 'green, green': {1: 1}, 'green, green, green': {1: 6}, 'green, green, green, green': {1: 3}, 'green, green, green, green, green': {1: 1}, 'green, green, green, green, green, green, green': {1: 1}, 'green, green, green, green, green, green, green, green': {1: 5}, 'green, red, red': {1: 13}, 'red': {1: 2}, 'red, red': {1: 1}}"
133,33,complete,"{'green': {1: 1}, 'green, green': {1: 1}, 'green, green, green': {1: 6}, 'green, green, green, green': {1: 3}, 'green, green, green, green, green': {1: 1}, 'green, green, green, green, green, green, green': {1: 1}, 'green, green, green, green, green, green, green, green': {1: 5}, 'green, red, red': {1: 13}, 'red': {1: 2}, 'red, red': {1: 1}}"
134,33,average,"{'green': {1: 0, 2: 1}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 6}, 'green, green, green, green': {1: 0, 2: 3}, 'green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green, green, green': {1: 0, 2: 5}, 'green, red, red': {1: 13, 2: 0}, 'red': {1: 2, 2: 0}, 'red, red': {1: 1, 2: 0}}"
135,33,ward,"{'green': {1: 0, 2: 1}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 6}, 'green, green, green, green': {1: 0, 2: 3}, 'green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green, green, green': {1: 0, 2: 5}, 'green, red, red': {1: 13, 2: 0}, 'red': {1: 2, 2: 0}, 'red, red': {1: 1, 2: 0}}"
136,34,single,"{'green': {1: 2, 2: 0}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 1}, 'green, red, red, red, red, red': {1: 0, 2: 1}, 'red': {1: 0, 2: 3}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red': {1: 0, 2: 1}, 'red, red, red': {1: 0, 2: 2}, 'red, red, red, red': {1: 0, 2: 3}, 'red, red, red, red, red': {1: 0, 2: 1}}"
137,34,complete,"{'green': {1: 2}, 'green, green': {1: 2}, 'green, green, green': {1: 1}, 'green, red, red, red, red, red': {1: 1}, 'red': {1: 3}, 'red, green, green, green, green, green': {1: 2}, 'red, red': {1: 1}, 'red, red, red': {1: 2}, 'red, red, red, red': {1: 3}, 'red, red, red, red, red': {1: 1}}"
138,34,average,"{'green': {1: 0, 2: 2}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 1}, 'green, red, red, red, red, red': {1: 1, 2: 0}, 'red': {1: 3, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 3, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
139,34,ward,"{'green': {1: 0, 2: 2}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 1}, 'green, red, red, red, red, red': {1: 1, 2: 0}, 'red': {1: 3, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 3, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
140,35,single,"{'green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red': {1: 6, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green, green, green': {1: 0, 2: 1}, 'red, red': {1: 2, 2: 0}, 'red, red, red': {1: 1, 2: 0}}"
141,35,complete,"{'green': {1: 1}, 'green, green, green': {1: 2}, 'green, green, green, green': {1: 2}, 'green, green, green, green, green, green': {1: 2}, 'green, red, red, red, red': {1: 6}, 'red': {1: 1}, 'red, green, green, green, green, green, green': {1: 1}, 'red, red': {1: 2}, 'red, red, red': {1: 1}}"
142,35,average,"{'green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red': {1: 6, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green, green, green': {1: 0, 2: 1}, 'red, red': {1: 2, 2: 0}, 'red, red, red': {1: 1, 2: 0}}"
143,35,ward,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green': {1: 2, 2: 0}, 'green, green, green, green, green, green': {1: 2, 2: 0}, 'green, red, red, red, red': {1: 0, 2: 6}, 'red': {1: 0, 2: 1}, 'red, green, green, green, green, green, green': {1: 1, 2: 0}, 'red, red': {1: 0, 2: 2}, 'red, red, red': {1: 0, 2: 1}}"
144,36,single,"{'green': {1: 3, 2: 0}, 'green, green': {1: 4, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green': {1: 3, 2: 0}, 'green, red, red, red, red, red': {1: 0, 2: 5}, 'red': {1: 0, 2: 5}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 2, 2: 0}, 'red, red': {1: 0, 2: 1}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red': {1: 0, 2: 2}}"
145,36,complete,"{'green': {1: 3}, 'green, green': {1: 4}, 'green, green, green': {1: 2}, 'green, green, green, green': {1: 3}, 'green, red, red, red, red, red': {1: 5}, 'red': {1: 5}, 'red, green, green, green, green': {1: 1}, 'red, green, green, green, green, green': {1: 2}, 'red, red': {1: 1}, 'red, red, red, red': {1: 1}, 'red, red, red, red, red': {1: 2}}"
146,36,average,"{'green': {1: 3, 2: 0}, 'green, green': {1: 4, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green': {1: 3, 2: 0}, 'green, red, red, red, red, red': {1: 0, 2: 5}, 'red': {1: 0, 2: 5}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 2, 2: 0}, 'red, red': {1: 0, 2: 1}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red': {1: 0, 2: 2}}"
147,36,ward,"{'green': {1: 3, 2: 0}, 'green, green': {1: 4, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green': {1: 3, 2: 0}, 'green, red, red, red, red, red': {1: 0, 2: 5}, 'red': {1: 0, 2: 5}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 2, 2: 0}, 'red, red': {1: 0, 2: 1}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red': {1: 0, 2: 2}}"
148,37,single,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 3, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red': {1: 0, 2: 3}, 'green, red, red, red, red': {1: 0, 2: 5}, 'red': {1: 0, 2: 2}, 'red, green, green, green, green, green, green': {1: 4, 2: 0}, 'red, red, red, red': {1: 0, 2: 1}}"
149,37,complete,"{'green': {1: 1}, 'green, green, green': {1: 3}, 'green, green, green, green, green, green': {1: 1}, 'green, red, red, red': {1: 3}, 'green, red, red, red, red': {1: 5}, 'red': {1: 2}, 'red, green, green, green, green, green, green': {1: 4}, 'red, red, red, red': {1: 1}}"
150,37,average,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 3, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red': {1: 0, 2: 3}, 'green, red, red, red, red': {1: 0, 2: 5}, 'red': {1: 0, 2: 2}, 'red, green, green, green, green, green, green': {1: 4, 2: 0}, 'red, red, red, red': {1: 0, 2: 1}}"
151,37,ward,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 3, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red': {1: 0, 2: 3}, 'green, red, red, red, red': {1: 0, 2: 5}, 'red': {1: 0, 2: 2}, 'red, green, green, green, green, green, green': {1: 4, 2: 0}, 'red, red, red, red': {1: 0, 2: 1}}"
152,38,single,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 1}, 'green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red': {1: 9, 2: 0}, 'red, green, green, green, green, green, green, green': {1: 0, 2: 1}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 1, 2: 0}}"
153,38,complete,"{'green': {1: 3}, 'green, green': {1: 2}, 'green, green, green': {1: 1}, 'green, green, green, green': {1: 1}, 'green, green, green, green, green': {1: 2}, 'green, green, green, green, green, green': {1: 2}, 'green, red, red, red': {1: 9}, 'red, green, green, green, green, green, green, green': {1: 1}, 'red, red': {1: 1}, 'red, red, red': {1: 1}}"
154,38,average,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 1}, 'green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red': {1: 9, 2: 0}, 'red, green, green, green, green, green, green, green': {1: 0, 2: 1}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 1, 2: 0}}"
155,38,ward,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 1}, 'green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red': {1: 9, 2: 0}, 'red, green, green, green, green, green, green, green': {1: 0, 2: 1}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 1, 2: 0}}"
156,39,single,"{'green': {1: 0, 2: 4}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 3}, 'green, green, green, green': {1: 0, 2: 3}, 'green, red, red, red, red': {1: 1, 2: 0}, 'green, red, red, red, red, red': {1: 5, 2: 0}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red': {1: 2, 2: 0}, 'red, red, red': {1: 1, 2: 0}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
157,39,complete,"{'green': {1: 4}, 'green, green': {1: 2}, 'green, green, green': {1: 3}, 'green, green, green, green': {1: 3}, 'green, red, red, red, red': {1: 1}, 'green, red, red, red, red, red': {1: 5}, 'red': {1: 2}, 'red, green, green, green, green, green': {1: 2}, 'red, red': {1: 2}, 'red, red, red': {1: 1}, 'red, red, red, red': {1: 2}, 'red, red, red, red, red': {1: 1}}"
158,39,average,"{'green': {1: 0, 2: 4}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 3}, 'green, green, green, green': {1: 0, 2: 3}, 'green, red, red, red, red': {1: 1, 2: 0}, 'green, red, red, red, red, red': {1: 5, 2: 0}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red': {1: 2, 2: 0}, 'red, red, red': {1: 1, 2: 0}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
159,39,ward,"{'green': {1: 1, 2: 3}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 3}, 'green, green, green, green': {1: 0, 2: 3}, 'green, red, red, red, red': {1: 1, 2: 0}, 'green, red, red, red, red, red': {1: 5, 2: 0}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red': {1: 2, 2: 0}, 'red, red, red': {1: 1, 2: 0}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
160,40,single,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green': {1: 0, 2: 1}, 'green, red, red, red': {1: 12, 2: 0}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green, green, green, green': {1: 0, 2: 3}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}}"
161,40,complete,"{'green': {1: 3}, 'green, green': {1: 1}, 'green, green, green': {1: 2}, 'green, green, green, green': {1: 2}, 'green, green, green, green, green': {1: 1}, 'green, green, green, green, green, green': {1: 1}, 'green, red, red, red': {1: 12}, 'red': {1: 2}, 'red, green, green, green, green, green, green, green': {1: 3}, 'red, red': {1: 1}, 'red, red, red': {1: 2}}"
162,40,average,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green': {1: 0, 2: 1}, 'green, red, red, red': {1: 12, 2: 0}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green, green, green, green': {1: 0, 2: 3}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}}"
163,40,ward,"{'green': {1: 0, 2: 3}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green': {1: 0, 2: 1}, 'green, green, green, green, green, green': {1: 0, 2: 1}, 'green, red, red, red': {1: 12, 2: 0}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green, green, green, green': {1: 0, 2: 3}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}}"
164,41,single,"{'green': {1: 2, 2: 0}, 'green, green': {1: 2, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green, green': {1: 3, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red, red': {1: 0, 2: 6}, 'red': {1: 0, 2: 3}, 'red, green, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green, green': {1: 1, 2: 0}, 'red, red': {1: 0, 2: 1}, 'red, red, red': {1: 0, 2: 2}, 'red, red, red, red': {1: 0, 2: 1}}"
165,41,complete,"{'green': {1: 2}, 'green, green': {1: 2}, 'green, green, green': {1: 2}, 'green, green, green, green, green': {1: 3}, 'green, green, green, green, green, green': {1: 1}, 'green, red, red, red, red': {1: 6}, 'red': {1: 3}, 'red, green, green, green, green, green': {1: 1}, 'red, green, green, green, green, green, green': {1: 1}, 'red, red': {1: 1}, 'red, red, red': {1: 2}, 'red, red, red, red': {1: 1}}"
166,41,average,"{'green': {1: 2, 2: 0}, 'green, green': {1: 2, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green, green': {1: 3, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red, red': {1: 0, 2: 6}, 'red': {1: 0, 2: 3}, 'red, green, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green, green': {1: 1, 2: 0}, 'red, red': {1: 0, 2: 1}, 'red, red, red': {1: 0, 2: 2}, 'red, red, red, red': {1: 0, 2: 1}}"
167,41,ward,"{'green': {1: 0, 2: 2}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green': {1: 0, 2: 3}, 'green, green, green, green, green, green': {1: 0, 2: 1}, 'green, red, red, red, red': {1: 6, 2: 0}, 'red': {1: 3, 2: 0}, 'red, green, green, green, green, green': {1: 0, 2: 1}, 'red, green, green, green, green, green, green': {1: 0, 2: 1}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 1, 2: 0}}"
168,42,single,"{'green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 1}, 'green, green, green, green': {1: 0, 2: 1}, 'green, red, red, red, red, red, red': {1: 4, 2: 0}, 'red': {1: 3, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 5}, 'red, red': {1: 3, 2: 0}, 'red, red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 1, 2: 0}, 'red, red, red, red, red, red': {1: 1, 2: 0}}"
169,42,complete,"{'green': {1: 1}, 'green, green, green': {1: 1}, 'green, green, green, green': {1: 1}, 'green, red, red, red, red, red, red': {1: 4}, 'red': {1: 3}, 'red, green, green, green, green': {1: 5}, 'red, red': {1: 3}, 'red, red, red': {1: 2}, 'red, red, red, red': {1: 1}, 'red, red, red, red, red, red': {1: 1}}"
170,42,average,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 1, 2: 0}, 'green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red, red, red, red': {1: 0, 2: 4}, 'red': {1: 0, 2: 3}, 'red, green, green, green, green': {1: 5, 2: 0}, 'red, red': {1: 0, 2: 3}, 'red, red, red': {1: 0, 2: 2}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red, red': {1: 0, 2: 1}}"
171,42,ward,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 1, 2: 0}, 'green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red, red, red, red': {1: 0, 2: 4}, 'red': {1: 0, 2: 3}, 'red, green, green, green, green': {1: 5, 2: 0}, 'red, red': {1: 0, 2: 3}, 'red, red, red': {1: 0, 2: 2}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red, red': {1: 0, 2: 1}}"
172,43,single,"{'green': {1: 2, 2: 0}, 'green, green': {1: 2, 2: 0}, 'green, green, green': {1: 5, 2: 0}, 'green, green, green, green': {1: 2, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red, red': {1: 0, 2: 4}, 'red': {1: 0, 2: 2}, 'red, red': {1: 0, 2: 1}, 'red, red, red': {1: 0, 2: 2}}"
173,43,complete,"{'green': {1: 2}, 'green, green': {1: 2}, 'green, green, green': {1: 5}, 'green, green, green, green': {1: 2}, 'green, green, green, green, green, green': {1: 1}, 'green, red, red, red, red': {1: 4}, 'red': {1: 2}, 'red, red': {1: 1}, 'red, red, red': {1: 2}}"
174,43,average,"{'green': {1: 2, 2: 0}, 'green, green': {1: 2, 2: 0}, 'green, green, green': {1: 5, 2: 0}, 'green, green, green, green': {1: 2, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, red, red, red, red': {1: 0, 2: 4}, 'red': {1: 0, 2: 2}, 'red, red': {1: 0, 2: 1}, 'red, red, red': {1: 0, 2: 2}}"
175,43,ward,"{'green': {1: 0, 2: 2}, 'green, green': {1: 0, 2: 2}, 'green, green, green': {1: 0, 2: 5}, 'green, green, green, green': {1: 0, 2: 2}, 'green, green, green, green, green, green': {1: 0, 2: 1}, 'green, red, red, red, red': {1: 4, 2: 0}, 'red': {1: 2, 2: 0}, 'red, red': {1: 1, 2: 0}, 'red, red, red': {1: 2, 2: 0}}"
176,44,single,"{'green': {1: 0, 2: 4}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red, red': {1: 3, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 0, 2: 4}, 'red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 3, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
177,44,complete,"{'green': {1: 4}, 'green, green': {1: 1}, 'green, green, green': {1: 2}, 'green, green, green, green': {1: 2}, 'green, red, red, red, red, red': {1: 3}, 'red': {1: 1}, 'red, green, green, green, green': {1: 1}, 'red, green, green, green, green, green': {1: 4}, 'red, red': {1: 2}, 'red, red, red, red': {1: 3}, 'red, red, red, red, red': {1: 1}}"
178,44,average,"{'green': {1: 0, 2: 4}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red, red': {1: 3, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 0, 2: 4}, 'red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 3, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
179,44,ward,"{'green': {1: 0, 2: 4}, 'green, green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 2}, 'green, red, red, red, red, red': {1: 3, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 0, 2: 4}, 'red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 3, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
180,45,single,"{'green': {1: 2, 2: 1}, 'green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green': {1: 2, 2: 0}, 'green, red, red, red, red, red': {1: 4, 2: 0}, 'red': {1: 4, 2: 0}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 5, 2: 0}, 'red, red': {1: 5, 2: 0}, 'red, red, red': {1: 1, 2: 0}, 'red, red, red, red': {1: 1, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
181,45,complete,"{'green': {1: 3}, 'green, green, green': {1: 1}, 'green, green, green, green, green': {1: 2}, 'green, red, red, red, red, red': {1: 4}, 'red': {1: 4}, 'red, green, green, green, green': {1: 1}, 'red, green, green, green, green, green': {1: 5}, 'red, red': {1: 5}, 'red, red, red': {1: 1}, 'red, red, red, red': {1: 1}, 'red, red, red, red, red': {1: 1}}"
182,45,average,"{'green': {1: 3, 2: 0}, 'green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green': {1: 2, 2: 0}, 'green, red, red, red, red, red': {1: 0, 2: 4}, 'red': {1: 0, 2: 4}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 5, 2: 0}, 'red, red': {1: 0, 2: 5}, 'red, red, red': {1: 0, 2: 1}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red': {1: 0, 2: 1}}"
183,45,ward,"{'green': {1: 0, 2: 3}, 'green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green': {1: 2, 2: 0}, 'green, red, red, red, red, red': {1: 0, 2: 4}, 'red': {1: 0, 2: 4}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 5, 2: 0}, 'red, red': {1: 0, 2: 5}, 'red, red, red': {1: 0, 2: 1}, 'red, red, red, red': {1: 0, 2: 1}, 'red, red, red, red, red': {1: 0, 2: 1}}"
184,46,single,"{'green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 3}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
185,46,complete,"{'green': {1: 1}, 'green, green, green': {1: 2}, 'green, green, green, green': {1: 3}, 'red': {1: 2}, 'red, green, green, green, green': {1: 1}, 'red, green, green, green, green, green': {1: 2}, 'red, red, red': {1: 2}, 'red, red, red, red': {1: 2}, 'red, red, red, red, red': {1: 1}}"
186,46,average,"{'green': {1: 0, 2: 1}, 'green, green, green': {1: 0, 2: 2}, 'green, green, green, green': {1: 0, 2: 3}, 'red': {1: 2, 2: 0}, 'red, green, green, green, green': {1: 0, 2: 1}, 'red, green, green, green, green, green': {1: 0, 2: 2}, 'red, red, red': {1: 2, 2: 0}, 'red, red, red, red': {1: 2, 2: 0}, 'red, red, red, red, red': {1: 1, 2: 0}}"
187,46,ward,"{'green': {1: 1, 2: 0}, 'green, green, green': {1: 2, 2: 0}, 'green, green, green, green': {1: 3, 2: 0}, 'red': {1: 0, 2: 2}, 'red, green, green, green, green': {1: 1, 2: 0}, 'red, green, green, green, green, green': {1: 2, 2: 0}, 'red, red, red': {1: 0, 2: 2}, 'red, red, red, red': {1: 0, 2: 2}, 'red, red, red, red, red': {1: 0, 2: 1}}"
188,47,single,"{'green': {1: 5, 2: 1}, 'green, green': {1: 4, 2: 0}, 'green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green, green': {1: 1, 2: 0}, 'green, green, green, green, green, green, green': {1: 3, 2: 0}, 'green, green, green, green, green, green, green, green': {1: 2, 2: 0}, 'green, red, red': {1: 12, 2: 0}, 'red': {1: 1, 2: 0}, 'red, green, green, green, green, green, green, green, green': {1: 2, 2: 0}, 'red, red': {1: 1, 2: 0}}"
